,AttackID,ThreatID,Interaction,Category,Description,Title,RepeatedElseWhere,RepeatedInCategory,Effect,IFlag,Source,SourceType,Destination,DestinationType
153,154,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Resource consumption,1,FleetController,GE.P,RemoteController,GE.P
154,155,514,recCurentStatusFcSs(status),Repudiation,"SiteServer claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by SiteServer,False,False,Data Repudiation,1,FleetController,GE.P,SiteServer,GE.P
155,156,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Crashes,1,FleetController,GE.P,RemoteController,GE.P
156,157,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Denial Of Service,False,1,FleetController,GE.P,SiteServer,GE.P
157,158,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Prevent access to data store,1,FleetController,GE.P,RemoteController,GE.P
158,159,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Information Disclosure,False,1,FleetController,GE.P,SiteServer,GE.P
159,160,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Interrupt data flowing,1,FleetController,GE.P,RemoteController,GE.P
160,161,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Elevation Of Privilege,False,1,FleetController,GE.P,SiteServer,GE.P
161,162,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,impersonate,2,RemoteController,GE.P,FleetController,GE.P
162,163,512,recCurentStatusFcSs(status),Spoofing,SiteServer may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the SiteServer Process,True,Information Disclosure,False,1,FleetController,GE.P,SiteServer,GE.P
163,164,613,recKeepControllFcRc(),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recKeepControllFcRc() Is Potentially Interrupted,False,False,Interrupt data flowing,1,FleetController,GE.P,RemoteController,GE.P
164,165,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,change the flow of program execution,2,RemoteController,GE.P,FleetController,GE.P
165,166,612,recKeepControllFcRc(),Denial Of Service,"RemoteController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for RemoteController,False,False,Crashes,1,FleetController,GE.P,RemoteController,GE.P
166,167,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,remotely execute code,2,RemoteController,GE.P,FleetController,GE.P
167,168,611,recKeepControllFcRc(),Information Disclosure,"Data flowing across recKeepControllFcRc() may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,FleetController,GE.P,RemoteController,GE.P
168,169,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Cross-site request forgery,2,RemoteController,GE.P,FleetController,GE.P
169,170,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,impersonate,1,HX01,GE.P,RemoteController,GE.P
170,171,610,recKeepControllFcRc(),Repudiation,"RemoteController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by RemoteController,False,False,Data Repudiation,1,FleetController,GE.P,RemoteController,GE.P
171,172,496,recCurentStatusRcHx(status),Elevation Of Privilege,HX01 may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,RemoteController,GE.P,HX01,GE.P
172,173,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,change the flow of program execution,1,HX01,GE.P,RemoteController,GE.P
173,174,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Denial Of Service,False,1,FleetController,GE.P,RemoteController,GE.P
174,175,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,remotely execute code,1,HX01,GE.P,RemoteController,GE.P
175,176,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Cross-site request forgery,1,HX01,GE.P,RemoteController,GE.P
176,177,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Elevation Of Privilege,False,1,FleetController,GE.P,RemoteController,GE.P
177,178,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
178,179,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Information Disclosure,False,1,FleetController,GE.P,RemoteController,GE.P
179,180,608,recKeepControllFcRc(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,True,Information Disclosure,False,1,FleetController,GE.P,RemoteController,GE.P
180,181,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
181,182,607,recKeepControllFcRc(),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,1,FleetController,GE.P,RemoteController,GE.P
182,183,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
183,184,764,recCurentStatusRcHx(status),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,RemoteController,GE.P,HX01,GE.P
184,185,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Cross-site request forgery,1,RemoteController,GE.P,FleetController,GE.P
185,186,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,impersonate,1,RemoteController,GE.P,HX01,GE.P
186,187,763,recCurentStatusRcHx(status),Elevation Of Privilege,An attacker may pass data into HX01 in order to change the flow of program execution within HX01 to the attacker's choosing.,Elevation by Changing the Execution Flow in HX01,False,False,change the flow of program execution,1,RemoteController,GE.P,HX01,GE.P
187,188,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,change the flow of program execution,1,RemoteController,GE.P,HX01,GE.P
188,189,762,recCurentStatusRcHx(status),Elevation Of Privilege,RemoteController may be able to remotely execute code for HX01.,HX01 May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,RemoteController,GE.P,HX01,GE.P
189,190,761,recCurentStatusRcHx(status),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recCurentStatusRcHx(status) Is Potentially Interrupted,False,False,Interrupt data flowing,1,RemoteController,GE.P,HX01,GE.P
190,191,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,remotely execute code,1,RemoteController,GE.P,HX01,GE.P
191,192,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Cross-site request forgery,1,RemoteController,GE.P,HX01,GE.P
192,193,507,recTakeControlReqRcFc(),Elevation Of Privilege,FleetController may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
193,194,760,recCurentStatusRcHx(status),Denial Of Service,"HX01 crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for HX01,False,False,Crashes,1,RemoteController,GE.P,HX01,GE.P
194,195,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,impersonate,1,FleetController,GE.P,SiteServer,GE.P
195,196,759,recCurentStatusRcHx(status),Information Disclosure,"Data flowing across recCurentStatusRcHx(status) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,RemoteController,GE.P,HX01,GE.P
196,197,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,change the flow of program execution,1,FleetController,GE.P,SiteServer,GE.P
197,198,758,recCurentStatusRcHx(status),Repudiation,"HX01 claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by HX01,False,False,Data Repudiation,1,RemoteController,GE.P,HX01,GE.P
198,199,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,remotely execute code,1,FleetController,GE.P,SiteServer,GE.P
199,200,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Denial Of Service,False,1,RemoteController,GE.P,HX01,GE.P
200,201,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Cross-site request forgery,1,FleetController,GE.P,SiteServer,GE.P
201,202,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Information Disclosure,False,1,RemoteController,GE.P,HX01,GE.P
202,203,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,impersonate,1,FleetController,GE.P,RemoteController,GE.P
203,204,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,change the flow of program execution,1,FleetController,GE.P,RemoteController,GE.P
204,205,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Elevation Of Privilege,False,1,RemoteController,GE.P,HX01,GE.P
205,206,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,remotely execute code,1,FleetController,GE.P,RemoteController,GE.P
206,207,756,recCurentStatusRcHx(status),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,True,Information Disclosure,False,1,RemoteController,GE.P,HX01,GE.P
207,208,755,recCurentStatusRcHx(status),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to HX01. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1,RemoteController,GE.P,HX01,GE.P
208,209,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Cross-site request forgery,1,FleetController,GE.P,RemoteController,GE.P
209,210,754,recTakeControlReqRcFc(),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,RemoteController,GE.P,FleetController,GE.P
210,211,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,impersonate,1,RemoteController,GE.P,HX01,GE.P
211,212,753,recTakeControlReqRcFc(),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
212,213,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,change the flow of program execution,1,RemoteController,GE.P,HX01,GE.P
213,214,752,recTakeControlReqRcFc(),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
214,215,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,remotely execute code,1,RemoteController,GE.P,HX01,GE.P
215,216,485,recCurentStatusRcFc(status),Elevation Of Privilege,FleetController may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
216,217,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Cross-site request forgery,1,RemoteController,GE.P,HX01,GE.P
217,218,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
218,219,751,recTakeControlReqRcFc(),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recTakeControlReqRcFc() Is Potentially Interrupted,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
219,220,750,recTakeControlReqRcFc(),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
220,221,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
221,222,749,recTakeControlReqRcFc(),Information Disclosure,"Data flowing across recTakeControlReqRcFc() may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,RemoteController,GE.P,FleetController,GE.P
222,223,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
